,Link,Date,Headline,Content
225,https://www.investing.com/news/forex-news/asian-stocks-slip-yuan-fluctuates-on-virus-news-markets-wrap-2080242,2020-02-10,"Asian Stocks Slip, Yuan Fluctuates on Virus News: Markets Wrap By Bloomberg","(Bloomberg) -- Stocks slipped across the Asia Pacific on Monday as investors continued trying to gauge when economic activity might rebound after the hit from the coronavirus.
Benchmarks in Hong Kong, Shanghai, Tokyo and Seoul were lower, though moves eased following a report that Apple Inc .’s main manufacturer got a green light to resume some production. That reversed declines in U.S. equity futures, which traded slightly higher as of noon in Tokyo. The Australian dollar climbed and the yuan rose past 7 per dollar offshore. Treasuries were flat, while oil traded around $50 a barrel in New York.
With cases outside of China continuing to increase, investors will be monitoring whether the rate of change kicks up a gear. Meantime, monetary authorities across emerging markets have stepped in. The People’s Bank of China moved to keep liquidity ample Monday through reverse-repurchase agreements.
“This coronavirus seems to be going on for longer, is infecting more people and the hit to growth will be longer,” Diana Mousina, an economist at AMP Capital Investors Ltd., told Bloomberg TV in Sydney. “You won’t be able to recoup all of the negative impacts in the first quarter.”
Here are some key events coming up:

Stocks


"
226,https://www.investing.com/news/economy/deaths-hit-910-global-firms-restart-china-plants-virus-update-2080241,2020-02-10,Deaths Hit 910; Global Firms Restart China Plants: Virus Update By Bloomberg,"(Bloomberg) -- The global death toll from the coronavirus outbreak reached 910, as the World Health Organization’s chief voiced concern over the spread of the disease from people with no travel history to China.
Coronavirus cases traced to a business meeting in Singapore have reached three European countries after causing infections in Asia, raising fears of a so-called super-spreader event.
Global companies are starting to resume production at China plants that have been shut for weeks. China will spend at least $10 billion to control the outbreak as it reaches out for medical supplies from other nations.
Key Developments

China Seeks to Minimize Impact on Foreign Investment (12:03 p.m. HK)
China’s Ministry of Commerce is seeking to minimize the impact of the coronavirus outbreak on foreign investment. The ministry will push forward foreign projects to ensure investment is implemented as planned, according to a statement. The ministry will also help foreign enterprises resume production and operations; foreign producers of masks and other protective wear are urged to resume output quickly.
Fallout May Be Just Beginning for Tech Firms (11:28 a.m. HK)
As Chinese-based manufacturers begin to restart factories Monday, no one knows for sure when they’ll be back at full-speed -- or what sort of chaos may ensue.
Tech producers led by Foxconn, which makes the majority of the world’s iPhones a few hundred miles from the coronavirus outbreak’s epicenter, had begun preparing investors for the potential bedlam when hundreds of thousands make their way back to factories. Apple Inc .’s most important partner warned investors of the daunting task of securing enough workers despite widespread transport blockades, quarantining thousands, and the “nightmare” scenario of an on-campus epidemic that could shut down production altogether.
Read the full story here.
HSBC Offers $3.9 Billion in Relief to Hong Kong Firms (9:48 a.m. HK)
 HSBC Holdings  Plc  is providing more than HK$30 billion ($3.9 billion) in liquidity relief to its business customers in Hong Kong, joining other lenders that are easing borrowing terms to help companies battered by the coronavirus outbreak.
Banks across the city are considering loan relief to help struggling customers and businesses as the outbreak crimps spending and travel.
Asia Airlines Group Criticizes Travel Restrictions (9:32 a.m. HK)
The Association of Asia Pacific Airlines said it is “very concerned” that additional restrictions will be imposed on travel to Asian countries outside China.
“Some of these measures, while well-intentioned, are counter-productive,” Director General Andrew Herdman said in a Bloomberg TV interview. Such restrictions don’t necessarily help to contain the virus and can damage economic output in the region, he said.
Experts Get Creative in Measuring Economic Blow (9:29 a.m. HK)
Economists are grappling with ways to gauge the real-time impact of the coronavirus on the world economy, even as the outbreak continues to confound forecasters.
Store closures, flight-tracking websites, factory shutdowns and the latest numbers on infections and fatalities are just some of the high-frequency data points economists are scouring for clues on the hit to growth.
“To track the impact of the virus on the global economy, we have had to look at indicators I have never looked at before in my 25 years of doing macroeconomic forecasting,” said Torsten Slok, chief economist for  Deutsche Bank  AG (DE:DBKGn).
Read the full story here.
China Death Toll at 908 (7:55 a.m. HK)
China’s nationwide coronavirus death toll increased by 97 to 908 by the end of Feb. 9, according to a statement from National Health Commission. Some 871 of those deaths have occurred in Hubei province, the province at the epicenter of the outbreak.
The number of confirmed coronavirus cases in mainland China rose by 3,062, bringing the total count to 40,171.
There have been two deaths outside of mainland China -- one in Hong Kong and another in the Philippines.
WHO Chief Concerned Over Virus Spread (6:35 a.m. HK)
WHO Director-General Tedros Adhanom Ghebreyesus said in a tweet that there have been concerning instances of coronavirus being spread from people with no travel history to China, saying “we may only be seeing the tip of the iceberg” when it comes to the virus.
“The detection of a small number of cases may indicate more widespread transmission in other countries,” he said in the tweet.
He called on countries to step up efforts to prepare for the coronavirus’s possible arrival. Donors have contributed toward the WHO’s efforts and those directed at vulnerable countries, he said, but the organization hasn’t reached its goal of $675 million to fight the coro
Trump Proposes Cuts for CDC (4:15 p.m. NY)
The Trump administration proposes a 10% cut in funding for the Centers for Disease Control, which is leading the U.S. response to the coronavirus outbreak, while leaving unchanged at $4 billion spending on infectious diseases, a person familiar with the budget said.
The administration is not proposing a supplemental budget for costs associated with the outbreak, according to the person, who requested anonymity to discuss the budget before the release on Monday.
WHO Team Heads to China (3:30 p.m. NY)
A World Health Organization assistant director-general, Bruce Aylward, will lead a team of medical experts heading to China as the nation fights the coronavirus outbreak.
Director-General Tedros Adhanom Ghebreyesus in a tweet called Aylward a “veteran of past public health emergencies.” An advance team left Geneva for China on Sunday, he said.
Aylward ran a review that led to the first system-wide activation procedures for major infectious disease emergencies, according to the WHO’s website.
WHO also will hold a global forum Tuesday and Wednesday in Geneva to accelerate research into the coronavirus outbreak, Ghebreyesus said in a separate tweet.
China Cites Medical Gear in Merkel Call (2:15 p.m. NY)
Chinese Premier Li Keqiang told German Chancellor Angela Merkel he hopes other nations will back his country’s efforts to fight the coronavirus and help his government buy medical supplies from Germany, Xinhua reported, citing a Sunday call between the leaders.
Li said China’s actions exceed recommendations of the World Health Organization. “The Chinese government and people are confident and capable of winning the fight against the epidemic,” he said, the state-run news agency reported.Merkel said that Germany is paying close attention and has taken a “prudent stance” in dealing with the epidemic, Xinhua said. Merkel said Germany has not imposed excessively restrictive measures.
China Rejects Virus Speculation (12:30 a.m. NY)
China’s ambassador to the U.S., Cui Tiankai, dismissed suggestions the coronavirus originated from a military laboratory or was part of biological warfare research, and warned against such speculation.
“I think it’s true that a lot is still unknown and our scientists, Chinese scientists, American scientists, scientists of other countries, are doing their best to learn more about the virus,” Cui said Sunday on CBS’s “Face the Nation” broadcast. “It’s very harmful, it’s very dangerous to stir up suspicion, rumors and spread them among the people. For one thing, this will create panic. Another thing, that it will fan up racial discrimination, xenophobia.”
Senator Tom Cotton, an Arkansas Republican, last month in a tweet said Wuhan, epicenter of the outbreak, has China’s only laboratory that works with deadly pathogens including coronavirus.
Singaporean Cases (10 a.m. NY)
Singaporean health officials are trying to trace three new cases to see if they’re linked to previous infections or travel to mainland China. Of the 22 locally transmitted cases, investigations and contact tracing have found links between 15 of the cases with the three currently known clusters, health officials said Sunday in an emailed statement."
227,https://www.investing.com/news/stock-market-news/nightmare-for-global-tech-virus-fallout-is-just-beginning-2080310,2020-02-10,‘Nightmare’ for Global Tech: Virus Fallout is Just Beginning By Bloomberg,"(Bloomberg) -- As Chinese-based manufacturers begin to restart factories Monday, no one knows for sure when they’ll be back at full-speed -- or what sort of chaos may ensue.

Tech producers led by Foxconn (TW:2354), which makes the majority of the world’s iPhones from Zhengzhou a few hundred miles from the coronavirus outbreak’s epicenter, had begun preparing investors for the potential bedlam when hundreds of thousands make their way back to factories.

Apple Inc s  most important partner warned investors of the daunting task of securing enough workers despite widespread transport blockades, quarantining thousands, and the “nightmare” scenario of an on-campus epidemic that could shut down production altogether. Last week, it took the unprecedented step of warning workers to stay away from its Shenzhen headquarters till further notice as government inspectors vet its containment procedures, Bloomberg News reported.
“How we can make sure there will be no infection within our campuses will be the first priority, because if you put a lot of people together and one of them gets infected, that will be a nightmare,” Foxconn investor relations chief Alex Yang told investors on a Thursday call, according to a recording obtained by Bloomberg News. “We try very hard to make sure the possibility of any on-site infection will be as low as zero, although it will be challenging.”
The deadly virus has illustrated the increasingly central role China plays in global manufacturing, from clothing and chemicals to automobiles and especially technology. Just about every major piece of consumer electronics is made in China, from iPhones and gaming consoles to half the world’s liquid crystal display or LCD screens. The contagion has already shuttered plants across China for a week longer than anticipated after the Lunar New Year break -- a disruption that could get much worse if rolling quarantines and suspended rail and air links prevent the return of the millions of blue-collar laborers at the heart of electronics assembly.
When they do make it back, untold numbers will get funneled into a quarantine of up to two weeks -- a sequester of unknown scale. Any disruptions at Chinese plants can, in a worst-case scenario, freeze parts of the supply chain by triggering cascading shortages. Influential supply chain analyst Kuo Ming-chi of TF International estimates Foxconn’s main iPhone-making base will properly resume work only next week -- and then at 40% to 60% capacity.  Citigroup   estimates just 30% of the entire Chinese semiconductor workforce is estimated to return to their workplaces as of Feb 11.
Foxconn said in a statement Saturday it’s working with local governments to prepare for the return of employees, without specifics. Shenzhen’s Longhua district said in a WeChat post it was helping the Taiwanese company fine-tune its plans. “To safeguard everyone’s health and safety and comply with government virus prevention measures, we urge you not to return to Shenzhen,” Foxconn wrote in a Feb. 5 text message to employees based in the southern city. “As for the happy reunion date in Shenzhen, please wait for further notice.”
On last week’s call, Yang spoke in depth about Foxconn’s virus-prevention measures and the need to comply with various regulations in the so-called “iPhone city” of Zhengzhou -- just 300 miles from Wuhan, the origin of the outbreak -- covering infection-fighting measures from quarantines to face mask and hand sanitizer inventories. “If you are talking about tens of thousands of people in a line, in a building, in a campus and we try to prevent a virus -- and in the meantime you are asking for them to do their normal job -- that’s very challenging.”
Apple and Foxconn, known also as Hon Hai Precision Industry Co., were among the first corporations to try and quantify the viral epidemic’s impact. Hon Hai slashed its 2020 outlook last week, anticipating disruptions to Apple’s carefully calibrated production chain centered on China, as well as dampening consumer demand and overall economic growth. As China’s largest private employer and a key partner to many of the world’s most recognizable consumer brands, the Taiwanese company has become a high-profile symbol of how the outbreak could disrupt Chinese manufacturing and hence the world’s supply of electronics.
The disruptions extend well beyond electronics or technology. Many auto plants in the world’s largest market remain idled. Toyota Motor Corp., which initially halted its Chinese plants until Feb. 9, said Friday it now plans to resume production as soon as Feb. 17. Honda Motor Co. said it will reopen its factory in Hubei on Feb. 14 with an eye toward restarting output the week of Feb. 17. And Volkswagen (DE:VOWG_p) AG also delayed the resumption of production at some of its Chinese businesses until Feb. 17.
Expect the “supply chain situation to get worse before getting better,” wrote Jeff Pu of GF Securities.
What Bloomberg Intelligence Says:
Hon Hai, ZTE (HK:0763) and Quanta may not recover as quickly as electronics makers did after the SARS outbreak. China’s growth may slow further and 5G phone sales could disappoint as they don’t seem to have the features that drive widespread consumer upgrades.
- Charles Shum, BI technology analyst
One thing in the industry’s favor is that the first half of the year is often a lull period for a consumer electronics sphere driven by holiday sales and new iPhones in the fall. Yang stressed that the disruption was “manageable” and that Hon Hai would scramble to make up for any early 2020 production shortfall.

Several of the biggest names in tech including   Sony Corp.   (T:6758) and   Samsung Electronics Co Ltd   (KS:005930) have said they’ll restart production in China as scheduled. Production at Tesla  Inc.’s new Shanghai factory -- its first outside the U.S. -- resumed on Feb. 10., it said. And Apple-assembler   Pegatron   Corp (TW:4938) on Monday said it’s gradually restarting operations.
But much depends on the extent and severity of the outbreak. Even if it peaks soon, the interconnectedness of just-in-time global supply means the entire system will go through an unprecedented upheaval. The shortage of just one component exerts a ripple effect on the entire chain by holding up production further down the line, rippling through the carefully choreographed networks that companies from Apple to Huawei Technologies Co. and display-maker BOE Technology Group Co. rely on.
“There will certainly be risks of on-site infections. Companies also do not have control over neighborhoods near their factories,” said Eric Tseng, chief executive officer of Taipei-based Isaiah Research. “Manpower levels for most manufacturers will still be low during the first two to three weeks of February due to the length of quarantines and the possibility that not many workers will return.”
If Supply Chain Must Face a Pandemic, Now’s the Time: Tim Culpan
Unlike in previous years, Foxconn hasn’t even begun the recruitment of the hundreds of thousands it employs annually to piece together gadgets like the Sony Corp. PlayStation and HP Inc . computers, according to people familiar with the matter. Local executives were awaiting clarity and trying to reconcile rapid-fire and sometimes conflicting virus-prevention measures announced by local governments.
As such, its main iPhone-making plant in Zhengzhou may start the week of Feb. 10 with just a small number of workers who didn’t decamp for their hometowns before the extended break, one of the people said. The majority of the plant’s workforce are expected to encounter immense travel obstacles, the person added, asking not to be identified talking about internal matters. Foxconn’s two biggest campuses in Shenzhen now also face a similar predicament given the warning to employees to stay away.
To make matters worse, the virus has shrunk the available labor pool. Foxconn will temporarily halt recruiting workers from Hubei, site of the outbreak’s epicenter in Wuhan, and other heavily affected areas in neighboring provinces, a second person said. It’s ordered workers currently in Hubei as well as from seven other cities in adjacent Henan, Zhejiang and Jiangsu provinces not to return to work, according to an internal document dated Feb. 4. obtained by Bloomberg. The company offered a 200 yuan ($28) reward to employees who report on co-workers violating that ban. While the picture remains murky, Foxconn is the most visible proxy for the confusion that now grips the broader supply chain.
More broadly, economists are still struggling to tote up the economic fallout of the outbreak. While SARS was bad economic news for China and its neighbors, which suffered from weaker exports and falling tourism, China’s small weight capped the global impact back then, when China’s GDP was 4% of the global total. That share now stands at 17%. That means, even if the outbreak peaks soon and producers impose double overtime to make up for lost production, the final end-demand in 2020 for gadgets of all stripes could take a severe beating.
At Huawei, China’s largest tech company and a global leader in smartphones and networking gear, executives are debating when to resume production for fear of angering Beijing by forcing large numbers of people into cramped dorms and factories, according to another person familiar with the matter. Then there’s the LCD makers from BOE to Tianma Microelectronics Co. that now crank out 50% or more of the screens for all TVs, phones and even car dashboards -- much of that from Wuhan."
228,https://www.investing.com/news/technology-news/researcher-sees-global-smartphone-output-at-fiveyear-low-due-to-virus-2080327,2020-02-10,Researcher sees global smartphone output at five-year low due to virus By Reuters,SEOUL (Reuters) - Researcher TrendForce said on Monday it expected global smartphone production to fall by 12% to its lowest level in five years in the first three months of 2020 because a virus outbreak in China.
229,https://www.investing.com/news/technology-news/chinas-firstquarter-smartphone-sales-may-halve-due-to-coronavirus-analysts-2080311,2020-02-10,China's first-quarter smartphone sales may halve due to coronavirus: analysts By Reuters,"By Josh Horwitz
SHANGHAI (Reuters) - China s smartphone sales may plunge by as much as 50% in the first quarter, as many retail shops have closed for an extended period and production has yet to fully resume due to the fast spread of a new coronavirus, according to research reports.
The virus outbreak, which has killed more than 900 people and roiled China s manufacturing industry, comes as top smartphone vendors such as Huawei had hoped China s 5G rollout plans this year would help the world s biggest smartphone market rebound after years of falling sales.
""Vendors  planned product launches will be canceled or delayed, given that large public events are not allowed in China,"" research firm Canalys said in a note last week.
""It will take time for vendors to change their product launch roadmaps in China, which is likely to dampen 5G shipments.""
Canalys expects China s smartphone shipments to halve in the first quarter from a year ago, while IDC, another research firm that tracks the tech sector, forecasts a 30% drop.
Apple Inc  said last week it is extending its retail store closures in China and has yet to finalise opening dates, as Foxconn, which assembles iPhones, struggles to fully resume factories.
Foxconn received government approval on Monday to resume production at a plant in the city of Zhenghzou, but its major plant in Shenzhen remain unopened.
Huawei, China s biggest smartphone vendor, said its manufacturing capacity is ""running normally"" without specifying further. But like many other local peers, Huawei relies heavily on third-party manufacturers for production.
If factories cannot resume production to full capacity on time, this could delay brands  ability to bring their newest products to market, analysts said.
Xiaomi Corp, Huawei, and Oppo, three of China s top Android brands, are all expected to announce flagship devices in the first half.
Oppo told Reuters that while the impact of the virus will affect operations at some local factories, ""manufacturing capacity can be guaranteed effectively"" thanks to its plants overseas.
Xiaomi did not respond to requests for comment.
""The delays in reopening factories and the labour return time will not only affect shipments to stores, it will also affect the product launch times in the mid- and long-term,"" Will Wong, an IDC analyst, said.
Globally, smartphone production will decrease by 12% in the March quarter to a five-year low of 275 million units, research firm TrendForce said on Monday. It revised down iPhone production by 10% to 41 million units, while Huawei s output forecast was cut by 15% to 42.5 million phones."
230,https://www.investing.com/news/stock-market-news/stocks--futures-point-to-small-gains-virus-breeds-uncertainty-2080411,2020-02-10,Stocks - Futures Point to Small Gains; Virus Breeds Uncertainty By Investing.com,"By Peter Nurse   
Investing.com - U.S. stocks are set to open marginally higher Monday, rebounding after Friday’s losses which bucked an otherwise strong week. But these gains are likely to be limited as China’s coronavirus outbreak continues to claim victims and cause economic damage.

At 7:00 AM ET (1200 GMT), futures for the S&P 500 Futures traded 2 points, or 0.1%, higher, futures for the Nasdaq 100 up 16 points, or 0.2%, while the Dow Jones 30 Futures contract rose 8 points, or 0.1%. 
On Friday, both the S&P 500 cash index and the Nasdaq closed down 0.5%, while the Dow Jones dropped 0.9%. However, despite these losses, the Dow posted its best weekly gain since August last year, the S&P since June, and the Nasdaq had its strongest week since November 2018.
This provides some room for investors to take profits, particularly as the earnings season starts to draw to a close. There are just 68 S&P 500 companies reporting results in the week ahead, with numbers from Restaurant Brands International, Allergan  and Loews  set to capture the market s attention on Monday.

Additionally, shares in Tesla  soared 9% premarket, continuing the stock’s recent volatile run, after the electric car maker reopened its $2 billion Shanghai production facility Monday. Factory restarts across China have been in doubt after the Lunar New Year holiday was extended to combat the coronavirus outbreak.
A large number of China’s workers travelled back to offices and factories around the country, but many workplaces still remained closed, including key Apple  supplier Foxconn that had sought official permission to open, while many white-collar workers continued to work from home. 
The death toll from the disease has officially overtaken that of the SARS outbreak almost two decades ago, as China reported the total number of deaths at 910, with over 40,000 people affected.
The death of a whistleblower doctor last week and the disappearance of citizen journalists in Wuhan who were reporting on the outbreak have also raised suspicions that the scale of the outbreak may be being understated.
The toll on China s already-slowing economy has been heavy, with Goldman Sachs  cutting its first quarter GDP target to 4% from 5.6% previously and saying an even deeper hit is possible.

U.S. economic releases are thin on the ground Monday, so focus could be on speeches from Federal Reserve members Michelle Bowman and Patrick Harker. These come ahead of Fed Chair Jerome Powell delivering his semi-annual monetary policy testimony on the economy before Senate and House committees in Washington DC on Tuesday and Wednesday.

The Fed chair is expected to reinforce the signal that policy is on hold given that the labor market continues to tighten and private consumption growth remains solid.
Elsewhere, oil headed lower Monday, continuing last week’s losses when the complex posted its fifth weekly loss in a row. Doubts remain over the extent of production cuts from the Organization of Petroleum Exporting Countries and its allies, a group known as OPEC+. "
231,https://www.investing.com/news/stock-market-news/foxconn-delays-return-of-workers-to-main-china-iphone-plants-2080476,2020-02-10,Foxconn Delays Return of Workers to Main China iPhone Plants By Bloomberg,"
(Bloomberg) --   Hon Hai   Precision Industry Co Ltd (TW:2317) has told some employees at its main iPhone-making unit that it’s postponing the resumption of production, a sign of the struggles Apple Inc. s  primary partner is having with the novel coronavirus.
Hon Hai, known also as Foxconn, sent a message via its internal app on Sunday that it wouldn’t be able to decide on a back-to-work date “until further notice” for its iDPBG business unit, according to a version reviewed by Bloomberg News. That division makes gadgets for Apple at a factory in the so-called iPhone city of Zhengzhou in central China and two other plants in Shenzhen. It’s not clear how many employees received the message and whether other workers were summoned back.
Foxconn declined to comment on the message and said on Monday its factories will comply with government requirements, and resume output in an “orderly manner” by staggering the return of workers.
The internal directive is bound to fuel more confusion over when the assembler of electronics to most of the world’s largest tech brands will fire up its factories. Foxconn has told employees at its southern Shenzhen headquarters not to return to work when the extended Lunar New Year break ended Feb. 10, according to a memo obtained by Bloomberg.
Not all of its employees returned to their hometowns for the holiday break so there’s still some available workers on production sites, according to people familiar with the plant operations. But it’s unclear as to how many such workers are on hand.
The unit could also struggle to hire back workers after the holiday period. A recruitment app for iDPBG shows that two of its plants in Shenzhen had received only 800 applications from former workers as of Monday morning. The facilities are seeking as many as 3,000 ex-workers."
232,https://www.investing.com/news/technology-news/taiwans-foxconn-gets-ok-to-restart-plant-in-zhengzhou-china-source-2080189,2020-02-10,Top Apple iPhone maker Foxconn restarts key China plant with 10% of workers: source By Reuters,"By Yimou Lee
TAIPEI (Reuters) - Apple s biggest iPhone maker Foxconn (TW:2317) got approval to resume production at a key plant in China after being forced to shut it following the coronavirus outbreak, but only 10% of the factory s workforce has managed to return so far, a source told Reuters.
Taiwan s Foxconn, the world s largest contract electronics maker, got the green light to restart production in the eastern central Chinese city of Zhengzhou, said the person with direct knowledge of the matter. The company, however, has not yet been allowed to restart production in Shenzhen, a southern manufacturing hub, the source said.
The two factories together make up the bulk of Foxconn s assembly lines for Apple s  iPhones, and the delays are likely to impact global shipments.
Market research firm Trendforce on Monday cut its March-quarter forecast for iPhone production by about 10% to 41 million handsets.
Apple itself gave a wider-than-usual revenue outlook range for the March quarter last month to factor in uncertainty due to the virus that has claimed more than 900 lives and infected over 40,000 people.
An Apple spokeswoman in Shanghai was not immediately available for comment.
Apple rival and China s biggest smartphone maker, Huawei, said last week it had resumed production of consumer devices and carrier equipment, and operations were running normally.
About 16,000 people, or under 10% of Foxconn s workforce in Zhengzhou have returned to the plant, the source said, adding that company executives were trying very hard to negotiate with authorities to resume production in other parts of China, including Kunshan, in southeastern Jiangsu province.
""Our request to resume production (in Shenzhen) was disapproved. We need to improve our virus control measures for another check,"" said the person who declined to be identified because they are not authorised to speak publicly on the matter.
Shenzhen authorities will conduct checks at the plant again later this week, the person said.
Employees in Shenzhen were told not to return to work on Tuesday, according to an internal memo seen by Reuters.
The coronavirus outbreak - declared a global health emergency by the World Health Organization - has disrupted Chinese manufacturing and forced companies such as  Hyundai Motor  (KS:005380) to halt production of cars in some factories.
Some companies including Samsung Electronics (KS:005930) limped back to work on Monday but hundreds of factories and stores remain shut across China.
Foxconn, formally  Hon Hai  Precision Industry Co Ltd, said in a statement that employee safety was top priority and that it was working with authorities to meet requirements to resume production across China ""in a staggered and orderly manner"".
Foxconn employees who returned to work on Monday following an extended Lunar New Year holiday have been told to wear masks, undergo temperature checks and adhere to a specified dining system, according to internal memos seen by Reuters.
Most senior Taiwanese officials have been told to refrain from returning to China and those who needed to do so required approval from Chairman Liu Young-Way, the person said.
Foxconn, which makes devices for global electronics firms, has built its own production lines in the southern province of Guangdong to make masks for its hundreds of thousands of employees, targeting two million masks a day by late February, the memos showed.
The company reported an 11.96% drop in its January revenue from a year ago to T$364.6 billion ($12.12 billion), according to a Foxconn filing to the Taiwan stock exchange. It did not give further details."
233,https://www.investing.com/news/stock-market-news/stocks--taubman-soars-in-premarket-on-simon-bid-xerox-raises-hp-offer-2080564,2020-02-10,Stocks - Taubman Soars in Premarket on Simon Bid; Xerox Raises HP Offer By Investing.com,"By Geoffrey Smith 

Investing.com -- Stocks in focus on Monday, 10th February. Please refresh for updates.









"
234,https://www.investing.com/news/technology-news/softbankowned-arm-to-launch-new-ai-chip-for-small-devices-2080574,2020-02-10,SoftBank-owned Arm to launch new AI chip for small devices By Reuters,"(Reuters) - Arm Ltd, a semiconductor technology firm owned by SoftBank Group, unveiled a chip technology aimed at putting artificial intelligence functions on tiny devices such as sensors designed to detect patterns in human speech or other streams of data.
Arm, which provides chip technology to mobile phone semiconductor suppliers like Qualcomm  and end device makers like Apple , has been diversifying its customer base in recent years to markets such as self-driving cars.
It has also expanded to target areas like the ""internet of things"" - in which many everyday devices such as traffic lights or agricultural irrigation systems will be fitted with internet-connected sensors and automated.
Arm on Monday released the new Cortex M55 processor paired with what it calls its Ethos-U55 ""neural processing unit.""
Chips with the technology will hit the market in 2021 and aim to carry out the special kinds of math needed by artificial intelligence (AI) software that can detect vibrations or pick out spoken keywords from a user.
The chips are designed to function with very low amounts of electricity. That allows devices such as sensors to last for years at a time on a small battery and to only connect to the internet when needed.
Minimizing internet connections can help protect privacy by processing data locally and sending only what is needed to remote servers while discarding the rest, Arm executives said.
Many fields such as health care will require data to be processed locally, with little or none of the results sent back to remote servers, Dipti Vachani, senior vice president and general manager of Arm s automotive and internet of things line of business, told Reuters.
""You may not want that data to move around,"" Vachani said."
235,https://www.investing.com/news/stock-market-news/stocks--wall-street-drifts-lower-at-open-virus-delays-china-restart-2080672,2020-02-10,Stocks - Wall Street Drifts Lower at Open; Virus Delays China Restart By Investing.com,"
By Geoffrey Smith 
Investing.com -- Wall Street edged higher at the opening on Monday, reversing earlier losses on continued fears about the impact of the coronavirus on the world economy, amidst reports that China’s factories were slow to return to work after a lengthy and enforce New Year holiday.
By 10:20 AM ET (1520 GMT), the Dow Jones Industrial Average was up 80 points or 0.3%, while the S&P 500 and the Nasdaq Composite were both up 0.4%, all seemingly content to await congressional testimony from Federal Reserve Chairman Jerome Powell on Tuesday and Wednesday before committing to any bigger moves.
Uncertainty was the watchword on Monday, owing to the difficulty of forming a coherent picture of how quickly China’s factories and shops can return to anything like their pre-holiday level of activity.
Apple  stock, for example, fell 0.6% amid conflicting reports about the reopening of factories belonging to Hon Hai Precision – also known as Foxconn – where the bulk of iPhones are made.
Reuters reported that Foxconn had reopened factories with staffing levels at around 10% of normal, while Bloomberg reported that the company had sent a message to staff on its internal app saying that it couldn’t give a date for the resumption of production.
Market research firm Trendforce said on Monday it had cut its forecast for iPhone production by about 10% to 41 million handsets for the three months through March. The only bright spot for Apple  is that the first quarter of the calendar year is in any case normally the slowest.
Tesla  stock leaped 4.9% but was off intraday highs after a highly speculative analysis in Forbes touting a possible takeover by Alphabet . Additionally, initial enthusiasm about the partial reopening of its Shanghai plant gave way to the realization that production – and cash flow – may take weeks if not months to ramp up fully. Reports suggested that the ramp up at Tesla and elsewhere will be delayed by the quarantining of laborers who return from holidays from other parts of the country.
Chinese state media on Monday ran an interview with a leading local virologist suggesting that the incubation period for the coronavirus could be as much as 24 days, rather than the 14 reported hitherto.
Elswhere among individual stocks on Monday, struggling mall operator Taubman Centers  stock rose 53% after rival Simon Property  offered to buy one-third of the Taubman family stake in a deal that values the group at $3.6 billion including debt. The deal still needs approval from Taubman’s free shareholders.
  Exxon Mobil    stock dipped back towards a new 10-year low again as U.S. crude futures tumbled below $50 a barrel again on growing fears that OPEC and its ally Russia aren’t acting to stop a new glut forming on world markets as Chinese demand collapses.
Stocks also came under pressure from the strengthening dollar, which hit its highest level since October against developed-market peers, including a four-month high against the euro."
236,https://www.investing.com/news/stock-market-news/foxconn-resumes-some-production-at-its-main-china-iphone-site-2080932,2020-02-10,Foxconn Resumes Some Production at Its Main China IPhone Site By Bloomberg,"(Bloomberg) -- Foxconn Technology Group resumed some production Monday at its main iPhone-making site in Zhengzhou, according to local officials, though it was unclear how many workers returned, highlighting the ongoing uncertainties the global tech supply chain faces amid the coronavirus outbreak.
Henan Governor Yin Hong inspected the site on Monday to assess the company’s virus-prevention measures as workers went back to work after an extended holiday, according to the Chinese Communist Party city committee in Zhengzhou.
Yet just the day before, Foxconn told some workers that it was postponing the resumption of production and wouldn’t be able to decide on a back-to-work date for the site “until further notice,” according to a version of an internal message reviewed by Bloomberg News. The site is one of many run by the iDPBG business unit, which makes gadgets for Apple Inc . at a factory in Zhengzhou in central China and two other plants in Shenzhen. It’s not clear how many employees received the message and whether other workers were summoned back.
Foxconn, also known as Hon Hai Precision Industry Co., declined to comment on the message and said on Monday its factories will comply with government requirements and resume output in an “orderly manner” by staggering the return of workers.
The rapid change in developments highlights the fluidity in responses by local governments and companies as they seek to contain the coronavirus while minimizing economic impact. Foxconn has told employees at its southern Shenzhen headquarters not to return to work after the extended Lunar New Year break ended Feb. 10, according to a memo obtained by Bloomberg.
Not all of its employees returned to their hometowns for the holiday break so there are still some available workers on production sites, according to people familiar with the plant operations, though it’s unclear how many.
The unit could also struggle to hire back workers after the holiday period. A recruitment app for iDPBG shows that two of its plants in Shenzhen had received only 800 applications from former workers as of Monday morning. The facilities are seeking as many as 3,000 ex-workers.
Apple and Foxconn were among the first corporations to try and quantify the epidemic’s impact. Hon Hai slashed its 2020 outlook last week, anticipating disruptions to Apple’s carefully calibrated production chain as well as weaker consumer demand and overall economic growth. As China’s largest private employer and a key partner to many of the world’s most recognizable consumer brands, Foxconn has become a high-profile symbol of how the outbreak is disrupting Chinese manufacturing and the world’s supply of electronics.
(Updates to show that some production resumed Monday in second paragraph)
To contact Bloomberg News staff for this story: Gao Yuan in Beijing at ygao199@bloomberg.net;Debby Wu in Taipei at dwu278@bloomberg.net
To contact the editors responsible for this story: Peter Elstrom at pelstrom@bloomberg.net, Edwin Chan, Colum Murphy"
