,CustomerId,CreditScore,Geography,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,AgeGroup,Exited
120,15682472,10,1,0,8,8,2,0,0,2,5,0
121,15580203,6,2,0,6,7,1,0,0,5,6,0
122,15690673,6,1,1,6,1,2,1,0,8,6,0
123,15760085,7,3,1,10,8,1,1,1,10,6,0
124,15779659,4,1,1,3,1,1,0,0,10,5,0
125,15627360,1,1,0,9,10,1,1,0,6,6,1
126,15671137,2,1,1,1,1,1,0,1,1,6,1
127,15782688,4,3,0,0,9,1,1,0,3,6,1
128,15575492,10,1,1,7,1,2,1,0,9,6,0
129,15591607,9,1,0,9,6,1,1,0,9,4,0
130,15740404,9,1,1,3,1,2,1,1,7,5,0
131,15718369,10,3,1,9,8,1,1,1,6,5,0
132,15677871,7,1,0,9,8,1,1,1,2,6,0
133,15642004,7,1,0,1,1,2,0,1,1,5,0
134,15712543,10,3,0,7,8,2,1,1,7,6,0
135,15584518,3,3,1,5,9,2,1,1,2,6,0
136,15802381,1,3,1,5,4,1,0,1,9,5,0
137,15610156,5,1,0,2,8,1,0,1,5,6,0
138,15594408,3,2,1,2,10,1,1,0,4,6,1
139,15640905,3,2,1,1,8,2,0,1,1,5,1
140,15698932,9,3,0,10,9,1,1,0,10,6,0
141,15724944,6,1,0,7,1,2,1,1,10,5,0
142,15628145,7,1,1,5,8,1,1,1,10,6,0
143,15713483,10,2,0,2,1,1,1,0,8,6,1
144,15612350,7,1,1,5,4,1,1,0,7,5,1
145,15800703,1,2,1,5,7,1,1,1,3,4,0
146,15705707,5,2,1,8,9,2,1,0,8,5,0
147,15754105,5,1,0,5,6,1,0,0,2,6,0
148,15703264,8,1,0,9,7,1,1,0,4,6,0
149,15794413,1,1,0,0,1,2,0,1,1,5,0
150,15650237,9,2,1,7,1,2,1,0,5,5,0
151,15759618,2,1,1,9,1,1,1,0,8,6,1
152,15811589,8,2,0,8,1,2,1,0,10,6,0
153,15689044,2,1,0,2,8,1,1,0,5,6,0
154,15709368,4,1,1,6,1,2,1,1,6,6,0
155,15679145,8,2,0,7,1,1,1,0,1,6,1
156,15655007,9,1,1,7,1,2,0,0,5,5,0
157,15623595,3,2,1,2,1,2,1,1,5,5,0
158,15589975,5,1,1,6,6,1,0,1,6,7,0
159,15804017,5,3,1,4,8,1,0,0,6,5,0
160,15692132,8,2,1,6,6,1,0,1,5,4,0
161,15641122,7,1,0,2,1,2,1,0,5,5,0
162,15630910,10,1,1,7,6,1,0,0,3,6,0
163,15680772,8,2,1,2,1,2,1,1,6,6,0
164,15658929,7,2,0,0,8,1,1,0,3,5,1
165,15585388,6,3,0,9,8,2,1,1,8,5,0
166,15724623,7,3,1,7,7,1,1,0,9,4,1
167,15588537,4,2,1,9,6,1,1,0,10,6,0
168,15574692,6,2,1,2,1,2,1,0,2,6,1
169,15611325,7,3,0,9,4,2,0,0,3,4,0
170,15587562,1,1,1,4,8,1,1,0,9,5,0
171,15613172,5,3,0,5,5,2,1,0,8,5,0
172,15651022,1,3,0,10,8,1,1,0,1,6,1
173,15586310,3,1,0,4,10,1,1,0,6,5,0
174,15625524,1,1,0,5,1,2,1,1,8,6,0
175,15755209,1,2,1,7,9,1,1,1,2,5,0
176,15645248,1,1,1,0,1,2,1,1,7,5,0
177,15790355,4,3,0,5,10,2,0,0,9,6,0
178,15762615,3,2,1,8,6,1,0,1,5,6,0
179,15625426,9,3,1,3,10,1,1,0,1,6,1
180,15716334,10,2,1,2,8,1,1,1,1,6,0
181,15789669,1,1,0,2,1,2,1,1,3,7,0
182,15621075,9,3,1,1,10,2,1,0,9,6,0
183,15810845,5,1,0,2,1,2,1,1,3,6,0
184,15719377,10,1,1,4,1,1,1,1,1,6,1
185,15654506,1,1,0,8,1,2,1,0,5,5,0
186,15771977,8,1,1,1,6,1,1,0,10,6,0
187,15708710,2,2,1,0,1,1,0,1,7,6,0
188,15726676,4,2,0,5,1,2,0,1,10,5,0
189,15587421,7,3,1,7,7,2,1,0,8,5,0
190,15726931,8,1,1,8,4,2,0,0,5,6,1
191,15771086,1,1,1,3,5,2,1,0,1,6,0
192,15756850,1,1,0,1,1,2,0,0,6,6,0
193,15702741,4,1,0,8,5,1,1,0,5,5,0
194,15679200,3,2,0,9,4,2,1,0,7,5,0
195,15594815,10,1,0,3,10,1,1,1,1,5,0
196,15635905,4,2,1,6,1,2,1,1,3,5,0
197,15777892,8,3,0,3,6,1,1,1,8,6,0
198,15656176,1,1,0,10,1,2,1,1,3,6,0
199,15811127,1,1,0,6,5,1,1,0,1,5,0
200,15604482,10,2,0,2,9,1,1,1,1,5,0
201,15622911,9,1,0,4,6,1,0,1,7,6,0
202,15600974,1,2,0,5,1,1,0,1,8,6,1
203,15727868,8,1,1,2,8,2,1,1,1,6,1
204,15627801,1,2,0,3,10,1,1,0,5,5,0
205,15773039,2,1,0,3,1,1,1,1,9,6,0
206,15755262,4,2,1,3,5,1,0,0,10,6,1
207,15679531,4,1,0,5,9,1,1,1,8,5,0
208,15684181,5,1,0,5,1,1,1,0,8,6,1
209,15612087,6,1,0,2,6,1,0,1,8,6,0
210,15752047,7,3,0,2,10,2,1,0,9,5,0
211,15624592,4,1,0,8,1,2,1,1,9,5,0
212,15573152,4,1,1,9,1,2,0,0,5,6,0
213,15594917,6,1,1,1,4,1,1,1,2,5,0
214,15785542,3,3,0,4,7,2,0,0,3,5,0
215,15723488,6,3,0,7,6,1,0,1,8,6,1
216,15680920,7,1,0,7,4,1,1,0,7,6,0
217,15786308,8,2,1,9,1,2,0,0,9,5,0
218,15659366,10,1,0,1,6,2,1,0,2,6,1
219,15774854,3,1,0,8,1,1,1,1,2,6,1
220,15725311,8,1,1,9,7,2,1,1,5,5,0
221,15787155,1,2,0,7,1,1,0,1,7,5,0
222,15727829,3,1,0,2,1,2,1,1,9,6,0
223,15733247,10,1,0,10,1,1,1,0,1,5,1
224,15568748,6,3,0,6,6,1,1,1,6,6,1
225,15699029,6,1,0,4,10,2,1,0,10,6,0
226,15774393,7,1,1,9,1,2,1,1,2,5,0
227,15676895,2,3,1,6,5,3,1,1,5,6,1
228,15637753,9,3,0,2,5,1,1,0,4,6,1
229,15605461,3,3,1,3,8,1,1,0,4,5,0
230,15808473,6,1,0,1,1,2,0,1,6,7,0
231,15627000,4,1,0,0,1,2,1,0,4,6,0
232,15787174,1,1,1,1,1,2,0,1,8,6,0
233,15723886,9,3,0,3,7,2,0,1,8,4,0
234,15704769,3,1,1,5,7,2,0,1,5,7,0
235,15772896,9,3,0,6,6,1,1,0,2,6,1
236,15711540,8,1,1,2,1,1,1,1,8,5,0
237,15764866,2,3,1,3,7,3,1,0,3,6,1
238,15794056,6,1,1,2,1,3,1,0,5,6,1
239,15795149,7,1,0,2,5,2,0,1,9,5,0
240,15812009,6,2,0,4,1,2,1,0,7,6,0
241,15651001,8,3,1,5,7,1,1,0,7,6,0
242,15813844,7,1,0,8,6,2,0,1,4,6,0
243,15596175,6,3,0,6,7,1,1,1,3,7,1
244,15576269,2,2,0,7,1,2,1,0,4,5,0
245,15797219,5,1,1,10,8,1,1,0,7,6,1
246,15685500,9,3,0,7,10,2,1,0,4,5,0
247,15599792,2,1,1,1,1,2,1,1,10,5,0
248,15657566,5,3,0,8,6,1,1,1,8,4,0
249,15772423,9,3,0,8,8,1,1,0,7,6,1
250,15628112,9,3,1,5,5,1,0,0,5,6,0
251,15753754,3,2,1,1,1,2,1,1,5,5,0
252,15793726,7,1,1,0,1,2,0,1,9,7,0
253,15694717,2,3,0,2,5,1,1,1,3,6,0
254,15665834,7,2,0,8,1,1,0,0,9,5,0
255,15765297,9,2,0,0,1,2,0,1,2,6,0
256,15636684,8,1,0,10,1,2,1,1,10,5,0
257,15592979,6,3,1,6,4,2,0,0,8,5,0
258,15750803,7,1,1,6,8,1,1,1,3,5,0
259,15607178,10,3,0,3,4,1,1,1,8,6,0
260,15713853,8,3,0,9,6,2,1,1,4,6,0
261,15673481,8,2,1,6,6,1,1,0,4,6,0
262,15686776,2,1,1,6,10,2,1,0,1,5,0
263,15673693,7,1,1,0,7,1,0,1,6,5,0
264,15700696,9,2,0,9,5,1,1,1,1,5,0
265,15813163,2,2,1,9,6,1,1,0,7,6,0
266,15653857,1,1,0,2,1,2,1,1,8,5,0
267,15777076,5,1,0,7,1,2,1,0,1,6,0
268,15717398,2,2,1,7,1,1,0,0,5,6,1
269,15799217,10,3,1,7,4,1,1,0,9,5,0
270,15787071,5,2,0,9,1,2,0,1,10,6,0
271,15619955,8,3,0,3,6,3,1,0,3,5,1
272,15796505,10,3,1,1,10,2,1,1,10,5,0
273,15725166,8,1,0,8,1,2,1,0,2,5,0
274,15800116,8,3,0,4,9,1,0,1,5,5,0
275,15758685,8,2,1,7,1,2,1,1,6,6,0
276,15694456,9,1,0,3,1,1,1,1,1,7,1
277,15767339,9,1,1,10,1,2,1,0,10,6,0
278,15683562,5,1,0,6,5,1,0,1,9,5,0
279,15782210,8,1,0,1,1,1,1,0,8,6,1
280,15668893,10,1,0,8,1,2,1,1,2,6,0
281,15669169,9,2,0,10,1,2,1,1,4,5,0
282,15643024,1,3,0,4,9,1,1,1,3,5,1
283,15699389,10,1,0,7,7,1,1,1,2,6,0
284,15708608,10,1,1,8,10,2,0,1,10,4,0
285,15626144,6,1,0,7,7,2,1,0,2,6,0
286,15573112,4,2,0,5,6,1,1,0,9,5,0
287,15790678,1,1,1,8,7,1,1,0,6,5,0
288,15727556,9,2,1,5,10,1,1,1,10,5,0
289,15697307,3,2,0,10,1,2,1,0,4,5,0
290,15652266,7,3,0,9,4,1,0,1,7,6,0
291,15607098,9,2,1,5,5,2,1,0,10,6,0
292,15655774,3,1,0,7,1,2,1,0,3,5,0
293,15590241,9,2,1,9,7,1,0,0,8,5,1
294,15785819,7,1,0,3,1,2,1,1,6,6,0
295,15723654,9,1,0,2,9,1,1,0,4,5,0
296,15774510,8,1,1,4,8,1,1,1,6,5,0
297,15684173,7,2,1,7,1,3,1,0,8,6,1
298,15650068,1,1,0,0,9,1,1,1,9,6,0
299,15811490,4,1,0,5,1,2,1,1,6,5,0
300,15803976,7,1,1,10,1,2,1,0,9,5,0
301,15682541,4,2,1,6,8,1,0,0,1,6,0
302,15695699,7,1,0,8,1,2,1,0,1,5,0
303,15624188,8,1,1,6,1,2,1,1,10,5,0
304,15812191,2,1,0,4,7,1,0,0,5,5,0
305,15636673,6,1,0,1,7,1,1,1,2,5,0
306,15594898,8,1,0,2,1,1,1,1,9,6,1
307,15660211,5,3,0,7,10,2,1,0,2,5,0
308,15773972,4,1,0,4,9,1,1,0,7,6,1
309,15746726,1,3,0,8,5,1,1,0,3,5,0
310,15712287,5,1,1,4,1,2,1,1,10,7,0
311,15702919,8,3,0,6,4,1,1,0,8,5,0
312,15674398,5,1,0,3,1,2,0,0,9,6,0
313,15797960,10,3,1,0,9,1,1,0,10,6,0
314,15631868,9,2,0,2,10,1,1,1,5,6,0
315,15581539,1,2,0,3,1,2,0,0,3,6,0
316,15662736,2,1,0,2,9,1,1,0,7,6,1
317,15666252,8,2,0,9,1,2,1,1,2,6,0
318,15677512,5,2,1,3,1,1,1,0,5,4,0
319,15626114,1,1,0,4,5,1,1,0,3,4,0
320,15810834,2,2,1,2,9,1,1,1,4,6,0
321,15678910,7,1,1,8,9,1,1,1,1,5,0
322,15694408,9,1,0,1,9,1,1,0,10,6,1
323,15585215,9,1,1,4,1,2,0,0,3,5,0
324,15682757,8,1,0,3,1,2,1,0,6,5,0
325,15736601,8,1,0,4,9,1,1,0,7,5,0
326,15601848,3,1,0,2,1,2,1,0,6,5,0
327,15736008,5,1,1,9,5,1,1,0,6,6,1
328,15669064,6,3,0,1,9,1,1,1,9,5,0
329,15624528,6,3,0,7,7,2,1,1,5,5,0
330,15598493,6,1,0,7,1,2,0,1,4,6,0
331,15601274,6,2,1,1,9,1,1,0,1,6,0
332,15702669,6,3,0,2,7,2,0,1,8,6,0
333,15728669,3,3,1,8,7,1,1,0,9,5,1
334,15742668,4,2,1,6,6,1,1,0,1,6,0
335,15697441,1,1,0,7,10,1,1,0,6,5,1
336,15740476,6,3,1,3,10,2,0,1,9,5,0
337,15648064,5,1,0,2,1,2,1,0,1,5,0
338,15636624,10,2,1,5,10,1,1,0,1,6,1
339,15807923,8,3,1,10,7,1,1,0,3,6,1
340,15745844,5,3,1,6,8,2,0,1,5,6,1
341,15786170,6,1,0,4,7,1,0,0,9,5,0
342,15681081,2,2,1,5,1,2,1,1,2,6,0
343,15684484,2,1,0,8,1,2,0,0,7,4,0
344,15785869,8,1,1,7,1,2,1,0,2,5,0
345,15763859,10,1,1,7,1,2,1,0,5,6,0
346,15658935,5,3,1,9,6,2,1,0,7,5,0
347,15747358,5,3,0,3,10,1,1,1,2,6,0
348,15735203,6,3,1,1,7,1,1,1,7,5,0
349,15576256,3,1,0,5,1,2,1,1,7,6,0
350,15659420,6,2,0,3,6,2,1,1,6,5,0
351,15593365,9,2,0,2,5,1,1,1,1,6,0
352,15777352,3,2,1,7,10,1,1,0,4,5,0
353,15812007,6,2,0,6,1,2,1,1,4,5,0
354,15625461,4,1,1,1,10,2,1,1,8,6,0
355,15739438,2,1,0,0,1,2,1,0,9,5,0
356,15611759,10,2,1,8,8,2,1,1,7,6,0
357,15661629,2,2,0,9,8,1,1,0,9,5,1
358,15633950,9,1,0,1,6,1,1,1,7,6,0
359,15592386,1,1,0,3,1,2,0,1,2,6,0
360,15803716,8,2,0,3,1,2,0,1,10,5,0
361,15696674,5,3,1,2,10,1,0,1,1,6,1
362,15706365,5,1,1,9,6,1,1,1,10,6,0
363,15745088,1,3,1,9,6,2,1,0,1,5,0
364,15676715,5,1,0,9,1,2,1,1,10,7,0
365,15613085,5,2,1,3,1,1,1,1,10,5,0
366,15633537,2,3,1,9,5,2,1,0,9,6,0
367,15594720,1,3,1,8,6,2,1,1,10,5,0
368,15684042,5,3,0,2,4,2,0,1,3,5,0
369,15583303,3,1,1,2,10,1,1,0,2,5,0
370,15611579,10,2,0,4,9,1,1,1,1,6,0
371,15774696,5,3,1,1,6,2,0,1,6,7,0
372,15694506,4,3,0,0,6,2,1,1,10,5,0
373,15688074,10,3,0,1,8,1,1,1,10,5,0
374,15759537,8,3,0,7,4,2,1,1,9,5,0
375,15758449,9,1,1,8,1,1,0,1,2,6,0
376,15583456,9,3,0,10,7,3,1,1,7,6,1
377,15667871,3,2,0,4,10,1,1,0,7,5,0
378,15677371,5,2,1,2,4,1,1,0,1,5,0
379,15629677,7,2,1,2,1,3,0,0,10,6,1
380,15713578,1,1,1,9,1,2,1,1,6,6,0
381,15591509,7,1,0,7,6,2,1,0,7,6,0
382,15568240,1,3,1,10,5,2,0,1,8,5,0
383,15622993,8,3,0,8,8,2,1,0,8,5,0
384,15689294,8,3,0,3,6,1,1,0,5,6,0
385,15720910,2,1,1,9,1,1,1,1,1,7,0
386,15721181,4,2,0,6,1,2,1,0,3,6,0
387,15776433,8,2,0,2,1,2,1,1,10,7,0
388,15748936,8,2,1,2,1,2,0,1,9,6,0
389,15717225,2,1,1,10,10,2,1,0,1,4,0
390,15685226,8,3,1,7,9,1,1,1,5,5,0
391,15785611,9,3,0,3,10,1,1,1,4,6,0
392,15573456,5,2,0,9,8,2,1,0,4,6,1
393,15684548,2,2,0,8,1,2,0,0,1,6,1
394,15620505,3,2,1,0,6,1,1,1,4,4,0
395,15807432,5,3,1,2,9,2,0,1,8,6,0
396,15584766,2,1,0,3,4,1,1,1,1,5,0
397,15612187,2,3,0,8,10,1,1,0,4,5,0
398,15762218,7,1,1,9,1,2,0,1,8,6,0
399,15646372,4,1,1,1,9,1,1,0,10,7,1
400,15690452,4,1,0,1,4,1,1,0,6,6,0
401,15747795,3,3,1,4,8,1,1,1,8,6,0
402,15781589,9,2,0,8,1,2,0,1,9,6,0
403,15732674,1,2,0,6,4,2,0,1,3,6,0
404,15642291,7,1,0,8,1,2,1,1,6,4,0
405,15692761,8,1,0,9,1,1,1,0,3,6,0
406,15578045,2,2,1,9,9,1,0,0,9,6,1
407,15745354,4,2,1,4,1,2,1,0,7,6,0
408,15701376,6,3,0,10,10,2,1,1,8,6,0
409,15691625,2,3,1,3,9,1,1,0,6,6,0
410,15566594,8,2,0,10,1,2,0,0,7,4,0
411,15760431,10,1,0,1,1,2,1,1,4,6,0
412,15686302,9,2,1,3,8,1,1,1,8,5,0
413,15801559,7,3,1,9,10,3,1,1,10,6,1
414,15810432,10,2,0,8,1,2,1,0,9,5,0
415,15809616,4,2,0,8,1,2,0,0,10,5,0
416,15720559,1,3,1,5,7,1,0,0,1,7,1
417,15695632,2,1,1,9,5,1,1,1,5,6,0
418,15659843,5,1,1,6,1,2,0,0,6,6,0
419,15615624,4,1,1,6,1,2,0,0,8,5,0
420,15810418,9,3,1,3,7,1,1,0,5,6,1
421,15716186,3,1,1,2,1,2,1,0,5,6,0
422,15674551,2,3,0,7,7,1,1,0,1,6,1
423,15622834,6,1,1,4,1,1,1,0,7,5,0
424,15566111,3,1,0,9,1,1,1,0,3,6,0
425,15784597,5,1,0,9,10,1,1,0,5,5,0
426,15652883,1,3,0,10,8,2,1,0,8,6,0
427,15806964,7,1,0,0,5,1,1,1,2,6,0
428,15576313,1,3,1,9,4,1,1,0,4,6,0
429,15806467,3,3,0,1,6,1,0,0,7,6,1
430,15597602,4,3,0,3,9,1,1,1,4,6,1
431,15743040,8,3,0,2,8,2,0,1,10,6,0
432,15705521,2,3,1,0,6,1,1,0,3,5,0
433,15595039,2,3,1,8,7,1,1,0,7,6,1
434,15799384,7,1,0,8,1,1,0,0,4,5,0
435,15581197,9,1,1,3,6,1,0,1,5,6,0
436,15693737,4,3,1,4,5,2,1,0,7,5,0
437,15624623,1,1,0,10,6,2,0,0,6,5,0
438,15783501,10,1,1,2,10,2,1,0,4,6,0
439,15690134,1,3,1,3,5,1,1,1,9,6,0
440,15782735,4,1,1,3,1,1,0,0,4,5,0
441,15611088,10,1,1,9,1,2,1,0,5,5,0
442,15672145,2,1,1,7,7,2,1,1,4,5,0
443,15732628,9,1,0,2,8,1,1,1,6,6,0
444,15787470,2,2,0,3,7,1,0,0,8,6,1
445,15803406,9,1,1,1,5,1,0,1,10,5,0
446,15730460,8,1,0,2,1,1,0,0,7,6,0
447,15644572,1,1,0,4,8,1,1,1,6,6,0
448,15694860,6,1,1,6,4,1,0,0,7,6,1
449,15658169,9,2,1,6,8,2,1,0,7,6,0
450,15794396,1,3,1,7,10,1,1,0,2,6,0
451,15785798,10,1,0,9,1,2,0,1,6,6,0
452,15710825,3,2,0,7,6,1,0,0,3,5,0
453,15668444,3,2,1,3,9,1,1,0,4,6,0
454,15726631,9,1,1,6,8,1,0,1,3,6,0
455,15733797,1,1,0,5,1,2,1,0,9,6,0
456,15747960,8,1,0,3,1,1,1,1,1,5,0
457,15634632,8,1,0,3,1,2,1,0,4,6,0
458,15707362,1,3,0,1,5,1,0,1,10,6,1
459,15662976,5,2,0,8,1,1,1,1,10,6,0
460,15732778,1,3,0,1,7,2,1,1,10,5,0
461,15718443,2,1,0,3,1,2,1,0,2,6,0
462,15670039,1,2,1,3,6,2,1,0,6,5,0
463,15773792,6,1,1,4,9,1,1,1,3,5,1
464,15613786,10,2,0,4,1,2,1,1,9,5,0
465,15726032,4,1,0,9,5,1,1,0,4,5,0
466,15663252,10,2,1,9,1,2,1,1,1,5,0
467,15593782,10,3,1,5,8,3,1,0,4,6,1
468,15633283,2,1,0,8,1,2,1,0,4,5,0
469,15749167,9,1,0,3,1,2,1,1,10,5,0
470,15759298,5,2,0,10,9,1,1,1,9,5,0
471,15683625,7,1,0,1,10,1,1,0,2,6,1
472,15635367,9,1,0,2,5,1,1,0,2,5,0
473,15681705,10,1,0,8,1,2,1,0,4,5,0
474,15603156,3,1,1,1,1,2,1,0,6,5,0
475,15591986,4,3,0,6,9,1,0,0,2,6,1
476,15798888,4,3,1,1,7,1,1,1,10,5,0
477,15809722,4,1,1,8,6,2,1,0,8,6,0
478,15677538,3,1,0,7,1,1,1,1,6,6,0
479,15797736,6,1,0,4,5,1,1,1,2,5,0
480,15695585,10,2,0,6,10,1,0,1,10,5,0
481,15744398,2,1,1,5,1,2,1,0,9,4,0
482,15750658,10,1,0,8,1,3,0,0,6,6,0
483,15578186,1,3,0,9,7,2,1,0,8,6,0
484,15676519,4,2,0,9,1,2,1,0,8,7,1
485,15637954,8,1,1,0,10,1,1,1,3,5,0
486,15758639,5,1,0,7,1,2,1,0,4,6,0
487,15613772,2,1,0,3,9,1,1,1,1,6,1
488,15731744,7,1,0,2,1,2,0,1,7,5,0
489,15807709,8,3,1,9,10,1,1,1,5,6,0
490,15714689,3,2,0,1,6,1,1,1,10,5,0
491,15699005,8,1,1,2,10,1,1,1,1,6,0
492,15624170,5,1,1,4,5,2,0,1,6,6,0
493,15725679,2,1,1,6,1,1,0,0,10,6,1
