,Link,Date,Headline,Content
76,https://www.investing.com/news/stock-market-news/electric-vehicle-maker-rivian-expect-prices-lower-than-previously-announced-2067817,2020-01-26,Electric vehicle maker Rivian: expect prices lower than previously announced By Reuters,"By Jane Lanhee Lee
MILL VALLEY, California (Reuters) - Electric vehicle startup Rivian on Saturday displayed its pickup truck and SUV at an event in San Francisco s Bay Area and said that when their prices are unveiled soon they will be lower than has been previously announced.
Rivian founder and chief executive R.J. Scaringe told Reuters the mid-range R1T pickup truck with a glass sky panel that can change from blue to clear was about $69,000. It can travel 300 miles on a full charge. A similar range R1S SUV will sell for about $72,000.
Rivian said the large battery could go 400 miles and the smallest could go 230 miles.
Scaringe declined to say how many prospective buyers have so far spent $1,000 on a refundable deposit to hold their spot for a Rivian, but he said the reaction had been ""really positive"".
""So we re excited by that. But we now have the challenge of a lot of pre-order customers aren t going to get the cars as fast as they like because there s such a long queue,"" he said.
Rivian, founded in 2009, made waves when it unveiled its first prototype model at the LA Auto Show in 2018. It has raised $3.6 billion and counts Amazon.com Inc  and  Ford Motor Co .  as investors.
Many customers at the event were excited about the designs, but Patrick Bonsi, who flew from New Jersey to see the vehicles, questioned whether Rivian would have a Tesla Supercharger-like charging network. He owns a Tesla  Model 3.
""What I found with super charging is, if the Supercharger network is not made by the car company, it doesn t charge the car as fast,"" said Bonsi.
Scaringe said Rivian was working on rolling out a network of charging stations at key locations such as national parks, but that the vehicles can charge on most charging networks available today. 
Brian Gase, Rivian chief engineer of special projects, and employee number four was busy showing customers the batteries, saying 7,776 of them were powering the pickup truck, and one was powering a flashlight that slides into the door, giving the car a lucky 7,777 batteries. 

The first R1T trucks will be delivered starting at the end of this year, followed shortly after by the R1S SUVs, Scaringe said."
77,https://www.investing.com/news/stock-market-news/teslas-musk-seeks-to-allay-water-concerns-at-factory-site-after-protests-2067928,2020-01-26,Tesla's Musk seeks to allay water concerns at factory site after protests By Reuters,"FRANKFURT (Reuters) - Tesla  Chief Executive Elon Musk sought to allay environmental concerns about the electric carmaker s planned factory in Germany, saying the plant would use less water than was estimated originally.
The U.S. company had said in planning documents that the factory would need 372 cubic meters of water from the public drinking water network per hour, sparking protests by local residents earlier this month.
""Sounds like we need to clear up a few things! Tesla won t use this much net water on a daily basis. It s possibly a rare peak usage case, but not an everyday event"", Musk said on Twitter on Saturday.
On another environmental issue, Musk tweeted that only a small part of the forest on the property that Tesla bought in the outskirts of Berlin will be cut to construct the planned factory.
""Also, this is not a natural forest -- it was planted for use as cardboard,"" he said.
The U.S. carmaker announced plans last November to build its first European car factory in Gruenheide, in the eastern state of Brandenburg.
Politicians, unions and industry groups have welcomed the move, saying it will bring jobs to the region, but environmental groups have aired concerns and a Brandenburg water association warned against ""extensive and serious problems with the drinking water supply and wastewater disposal"" for the proposed factory.
Separately, German business daily Handelsblatt reported on Sunday that Tesla had applied for subsidies for battery cell production and research in Germany."
78,https://www.investing.com/news/politics/dinner-download-tape-surfaces-of-trump-calling-for-envoys-firing-2067833,2020-01-26,Dinner download: Tape surfaces of Trump calling for envoy's firing By Reuters,"By Mike Stone
WASHINGTON (Reuters) - Halfway through a dinner at the Trump Hotel, U.S. President Donald Trump can be heard giving the order to remove the U.S ambassador to Ukraine, Marie Yovanovitch, according to a video that surfaced on Saturday.
The video, obtained by Reuters from Lev Parnas  attorney Joseph Bondy, begins with Trump posing for photos then entering a room with a table set for 15 including a close-up of the president s place setting. 
The video from April 2018 lasts 83 minutes and most of it shows no images of the participants as the camera was pointed at the ceiling. Excerpts of the taped encounter were published on Friday by ABC News.
Halfway through the recording, after one of the participants suggests Yovanovitch is a problem, Trump s voice can be heard saying ""Get rid of her! Get her out tomorrow. I don t care. Get her out tomorrow. Take her out. Okay? Do it.""
The White House did not respond to a request for comment.
Trump has said he had the right to fire Yovanovitch, a main figure in the series of events that led to his impeachment. Trump fired her in May 2019 and he told Fox News on Friday that he was ""not a fan"" of Yovanovitch.
Democrats say Trump associates spent nearly a year trying to oust Yovanovitch because they saw her as an obstacle in their efforts to pressure Ukraine into investigating Trump s political rival in the 2020 election, Joe Biden. 
Parnas, a former associate of Trump lawyer Rudy Giuliani, had recounted the conversation in media interviews last week. Trump has said that he does not know Parnas.
After the ABC report on Friday, Parnas found a digital recording of the comments, Bondy said, and sent it to the House Intelligence Committee, which is continuing to investigate Trump s conduct.
""I was particularly gratified to see that everything Mr. Parnas has been stating about that event was true,"" Bondy said, referring to the April 30, 2018 dinner. ""It is yet another example of Mr. Parnas  version of events being corroborated by evidence in the form of recordings, emails, text messages.""
Parnas, a Florida businessman, has been providing evidence to Democrats now pushing for Trump s ouster at his impeachment trial in the Senate. He played a key role in Giuliani s effort to dig up dirt on Biden in Ukraine for Trump. He is now under indictment for campaign finance violations in a separate criminal case.
Other attendees at the dinner were Trump s son, Donald Trump Junior and Parnas  associate Igor Fruman, according to a shot of his place setting. 
Topics that surfaced at the dinner included cannabis financing, Tesla , Amazon , natural gas, aluminum, steel, golf and Russia and Ukraine.

(The story corrects name in 12th paragraph)"
79,https://www.investing.com/news/commodities-news/honda-evacuates-starbucks-stores-shut-virus-impact-on-business-2068924,2020-01-27,"Honda Evacuates, Starbucks Stores Shut: Virus Impact on Business By Bloomberg","(Bloomberg) -- Global companies including Honda Motor Co. and Groupe PSA are evacuating workers from areas of China hardest hit by a deadly viral outbreak. Theme park operators, movie theaters, retailers and restaurant chains are suspending or curtailing operations to protect workers and limit the spread of the novel coronavirus.
The moves by companies highlight Wuhan’s importance as a manufacturing, shipping and business hub. The central Chinese city has more than 500 factories and other facilities, placing it 13th among 2,000 Chinese cities in Bloomberg’s supply chain database. It’s the capital of Hubei province, which has 1,016 such facilities, making it seventh of 32 such jurisdictions.
Japan-based companies have about 54 of the facilities, while U.S. firms account for 44 and Europeans about 40, the data show. Many plants are in the auto and transportation industries, and big names include PepsiCo  Inc. and  Siemens  AG (DE:SIEGn).
As the outbreak accelerates, China has extended the Lunar New Year holiday to Feb. 2 from the original Jan. 30 date to reduce travel. Authorities have also locked down cities with a combined 40 million people around the epicenter in Wuhan, as they race to contain a pneumonia-like illness that has killed at least 80 in the country with about 2,744 confirmed cases.
Cases of infection were reported in countries including Japan, Singapore, South Korea and in the U.S., which on Monday said citizens should reconsider travel to China in light of the disease.
Here is how some of the biggest companies are responding, as well as early analysts’ estimates of the impact:
Jan. 27:




Jan. 23:

Jan. 22"
80,https://www.investing.com/news/technology-news/high-expectations-for-tesla-and-a-long-way-to-go-to-match-rivals-steady-profit-2069780,2020-01-28,"High expectations for Tesla, and a long way to go to match rivals' steady profit By Reuters","By Tina Bellon and Noel Randewich
(Reuters) - Buckle up. Tesla s quarterly report could be another wild ride for investors.
The electric carmaker s stock has more than doubled since Tesla s previous quarterly report on October 23, when it posted a surprise profit that was viewed as a milestone for the company.
Still, a Reuters analysis of Tesla s and other luxury carmakers  operating profit per vehicle - a metric closely watched by auto executives - shows Tesla  still has a long way to go before reaching the steady profits of rivals  Porsche  (DE:PSHG_p), BMW and Mercedes-Benz.
(For a graphic comparing vehicles  profitability, click https://fingfx.thomsonreuters.com/gfx/editorcharts/TESLA-RESULTS/0H001R87WBMF/index.html)
At an average of roughly $17,750 per vehicle, operating profit at luxury carmaker Porsche, for example, has been stable over the past four years. Mercedes  and BMW s profit per vehicle have been closer to $3,000.
At Tesla, on the other hand, operating results fluctuated between a loss of nearly $20,500 per vehicle in the third quarter of 2017 and a profit of nearly $5,000 per vehicle in the third quarter of 2018.
Calculating profits per vehicle allows for better comparison across the auto industry. Reuters selected Porsche, BMW and Mercedes because their cars compete in similar price segments and for a like-minded customer base.
Tesla s rally in recent months has been fueled by its unexpected third-quarter profit, a production ramp-up at its new factory in China and better-than-expected car deliveries. Tesla s stock was up 1% on Tuesday.
While analysts on average expect Tesla to report another profitable quarter, it would be only the fifth such quarter since 2010. For the December quarter, analysts on average expect Tesla to post revenue down 2.9% to $7.02 billion and adjusted net income of $305 million, or $1.72 per share.
Options traders expect more volatility after Tesla releases its fourth-quarter results late on Wednesday.
As of Tuesday, Tesla options implied an 11% swing for the shares in either direction by Friday. Over the last eight quarters, the stock moved 9.5% on average after Tesla reported results, according to options analytics company Trade Alert.
Porsche last year released its first fully-electric sports car, while Mercedes and BMW have released their own electric vehicle versions. General Motors  and Ford Motor  are gearing up to launch their own electric vehicles.
While the German carmakers still largely rely on combustion engine-powered cars and are struggling to persuade customers to pay a premium for electric vehicles, they have a century of manufacturing and a well-developed global sales network behind them.
As Musk s nears the first tranche of a record pay package that depends in part on increasing Tesla s market capitalization, the carmaker s stock remains among the most divisive on Wall Street.
While Tesla’s recent progress has cheered supporters, many investors remain skeptical of the company’s ability to consistently deliver profit and cash flow. As well as repeatedly missing targets in recent years, Musk’s mercurial behavior has come under scrutiny from financial regulators and shareholders.
Tesla s market capitalization must be sustained at or above $100 billion for both a one-month and six-month average in order to trigger the vesting of a $346-million tranche of options that are the first part of Musk s record-breaking pay package.
(Graphic: Elon Musk s big payout, https://fingfx.thomsonreuters.com/gfx/mkt/13/1554/1529/Tesla%20musk%20payoutf.jpg)
In the past 30 days, short bets against Tesla have decreased by almost $660 million to $14 billion, eclipsing the $12.9 billion worth of short positions against much-larger Apple  and making Tesla the most shorted stock on Wall Street, according to S3 Partners, a financial technology and analytics firm."
81,https://www.investing.com/news/stock-market-news/lordstown-motors-pursuing-200-million-us-retooling-loan-will-show-ev-truck-at-detroit-show-ceo-2069798,2020-01-28,"Lordstown Motors pursuing $200 million U.S. retooling loan, will show EV truck at Detroit show: CEO By Reuters","By David Shepardson
WASHINGTON (Reuters) - Electric pickup truck start-up Lordstown Motors is pursuing a $200 million loan from a U.S. Energy Department program to retool a former General Motors  factory in northeast Ohio, Chief Executive Steve Burns told Reuters.
Burns met with Energy Secretary Dan Brouillette on Monday for about an hour and the company was holding additional talks with officials on Tuesday from the Energy Department s Loan Program Office.
""We think we are worthy of government help. We don t want a handout - we want a loan,"" Burns told Reuters in an interview. ""It s just going to be more jobs faster if we get it. We are viable without it.""
Burns disclosed the company plans to unveil a drivable version of its electric truck at the Detroit auto show in June. It hopes to begin production by year-end.
The Energy Department declined comment.
Burns said the company hopes to receive funding from the Energy Department s Advanced Technology Vehicles Manufacturing program that in 2009 awarded loans to  Ford Motor Co  , Tesla Inc  and Nissan Motor Co (T:7201) to retool factories, but has not issued loans since 2011. Nissan and Tesla previously repaid their loans.
The fate of the sprawling plant became a political lightning rod after GM announced its planned closure in November 2018, drawing condemnation from U.S. President Donald Trump and many U.S. lawmakers.
A bipartisan group of Ohio lawmakers wrote Brouillette last week offering ""strong support"" for the loan, saying northeast Ohio was dealt a ""severe blow"" by the plant closing.
Lordstown Motors Corp, which is 10% owned by Workhorse Group Inc , bought the plant and equipment for $20 million as part of its ambitious plan to begin building electric pickup trucks by the end of 2020.
""It s cool to bring something back to life,"" Burns said.
The company is working to raise additional funding and is in advanced talks with a large strategic investor, Burns said.
GM last year agreed to loan Lordstown Motors $40 million to acquire and retool the plant. Burns hopes to repay GM s loan ""in a few weeks.""
Burns plans to start crash-testing vehicles in July, hiring about 400 hourly workers in September and to begin production in November or December."
82,https://www.investing.com/news/stock-market-news/day-ahead-top-3-things-to-watch-for-jan-29-2069975,2020-01-28,Day Ahead: Top 3 Things to Watch for Jan. 29 By Investing.com,"
By Kim Khan 
Investing.com - Here are three things that could rock the markets this week.

1. Apple’s Done, Here Comes Tesla

Apple  came through for investors with its results after the bell today, but there will be little time to dwell on numbers before another huge batch of big-name earnings reports drops.
And the hype will be all around Tesla , a stock that’s up more than 70% in the last three months and now sporting a market cap of more than $100 billin.

Tesla reports after market close Wednesday, with analysts expecting a fourth-quarter profit of $1.64 per share on sales of nearly $7 billion, according to forecasts compiled by Investing.com.

Oppenheimer, which has an outperform rating on the stock, said ahead of the results that the critical (long term) variables for the stock are whether the company can scale to 1 million vehicle deliveries, achieve double-digit margins at that level and seize a time-to-market advantage in autonomous vehicles.

As of Tuesday, Tesla options implied an 11% swing for the shares in either direction by Friday. Over the last eight quarters, the stock moved 9.5% on average after Tesla  reported results, according to options analytics company Trade Alert.

Joining Tesla in reporting postmarket are two tech giants, Dow components Microsoft  and Facebook .

Facebook is expected to have earned $2.52 per share in its latest quarter on revenue of nearly $21 billion.
Stifel reiterated its buy on Facebook on Monday and bumped up its price target to $250 from $240.

Analysts are looking for Microsoft to post earnings of $1.32 per share, with revenue of about $35.7 billion. Shares are up nearly 15% in the last three months.
Before the bell the Dow deluge continues, with component Boeing  probably garnering the most interest. It’s been in the headlines constantly with the grounding of its 737 Max jetliner after two fatal crashes and its high share price has big impact on the price-weighted blue-chip index.

Boeing is forecast to report an adjusted profit of 60 cents per share on revenue of about $21.7 billion.
Maybe even more important than the numbers, though, will be if the aerospace giant provides any more visibility on when the 737 Max could return to service. The company most recently said it expects regulatory approval sometime in the middle of this year.

Boeing will be joined by more Dow components when McDonald’s  and   Dow Chemical    also weigh in ahead of trading.

  General Electric    and AT&T  are also on the calendar.
2. Fed Looks to Be on Hold, but Watch for Hints on Months From Now

It’s not often a Federal Reserve interest rate decision isn’t the big news of the day, but while tomorrow’s announcement will still be important, it’s also considered a foregone conclusion.

The Federal Open Market Committee will release its statement on the fed funds rate at 2:00 PM ET (19:00 GMT).

The press conference with Fed chief Jerome Powell will follow at 2:30 PM ET.

There is an 89% chance that the FOMC keeps rates at 1.5% to 1.75%, according to Investing.com’s Fed Rate Monitor Tool.
Investors will be looking for anything in the statement or Powell’s remarks that looks to take additional easing off the table for the rest of the year.
And don’t forget the specter of politics still hovers over Fed decisions.
President Donald Trump on Tuesday renewed his call for the Fed to lower interest rates, saying it would allow the United States to pay off debt.
“The Fed should get smart & lower the Rate to make our interest competitive with other Countries which pay much lower even though we are, by far, the high standard. We would then focus on paying off & refinancing debt! There is almost no inflation-this is the time (2 years late)!” Trump wrote in a tweet.
3. Home Sales, Oil Inventories Also on Tap

Among the last-minute data the Fed will get to consider before its decision will be the goods trade balance, which comes at 8:30 AM ET (13:30 GMT).
Economists expect it to have widened in December to $68.75 billion, according to forecasts compiled by Investing.com.
At 10:00 AM ET, the National Association of Realtors issues its numbers on December pending home sales.

Pending home sales are seen rising 0.5% for the month, below November’s 1.2% rise.
For the energy traders, the Energy Information Administration reports weekly oil inventory numbers at 10:30 AM ET.

Oil stockpiles are expected to have dropped by 482,000 last week, although the American Petroleum Institute reported a surprise draw of 4.3 million today in its measure."
83,https://www.investing.com/news/stock-market-news/stocks--europe-posts-gains-earnings-and-economic-data-impress-2070192,2020-01-29,Stocks - Europe Posts Gains; Earnings and Economic Data Impress By Investing.com,"By Peter Nurse 

Investing.com - European stock markets headed higher Wednesday, helped by a strong close on Wall Street overnight, and some better-than-expected earnings and economic data both in Europe and stateside.

At 04:15 ET (09:15 GMT), the U.K. s FTSE index was trading 10 points, or 0.1%, higher, France s CAC 40 was up 16 points, or 0.3%, while the DAX gained 2 points, or 0.1%. The Euro Stoxx 50 index rose 8 points, or 0.2%.
Leading the way in Europe has been the banking sector, helped by strong numbers from Santander . The Spanish lender took a hit from payment protection claims in the U.K. but posted a higher quarterly net profit, boosted by a solid underlying performance in its main market Brazil.
Santander’s shares climbed 4%, pushing the banks index up 0.5%, the most among the main European subsectors.

Shares in   Novartis   AG  rose 1.4% after the Swiss multinational pharmaceutical company guided for growth in both sales and profit in 2020, citing new medicines. 

LVMH Moet Hennessy Louis Vuitton  also pushed higher, gaining 1.7% after recording strong revenue growth. The luxury sector has been hard hit by the outbreak of the coronavirus in China as well as the civil unrest in Hong Kong, with Asia one of the biggest markets.

On top of these solid earnings releases, economic data also surprised to the upside. French consumer confidence rose unexpectedly in January despite major strikes against pension reform, and there was a similar result in Germany. Meanwhile in the U.K., house prices rose 1.9% from a year earlier, the most since November 2018, according to Nationwide Building Society. 
Overnight the death toll from the outbreak of the coronavirus in China reached 132 people, with close to 6,000 infected. Chinese authorities have closed transport systems in and out of Wuhan, where the virus was first noticed, and at least 10 other cities, effectively quarantining millions of people.

That said, the S&P 500 rose 1%, the NASDAQ Composite 1.4% and the Dow Jones Industrial Average gained 0.7%, rebounding from the worst daily decline in four months on Monday.

In the U.S., most eyes will be on Facebook . The online social media and social networking service is expected to post earnings growth of 6.2%. Goldman Sachs  will also be in the spotlight as the banking giant offers up its first-ever investor day, while Tesla  is also due to report earnings.

The Federal Reserve concludes its two-day policy setting meeting Wednesday, and will announce its decision in a policy statement at 2 PM ET (1900 GMT), with the chairman holding a press conference 30 minutes later.
The Fed is widely expected to keep interest rates steady following December forecasts that showed no change in 2020, and is expected to reinforce the signal that policy is on hold."
84,https://www.investing.com/news/stock-market-news/many-global-firms-excluded-from-epidemic-insurance-face-heavy-coronavirus-costs-2070287,2020-01-29,"Many global firms, excluded from epidemic insurance, face heavy coronavirus costs By Reuters","By Noor Zainab Hussain, Carolyn Cohn and Sumeet Chatterjee
LONDON/HONG KONG (Reuters) - Many global companies from hotels and airlines to industrial houses are expected to have to foot the bill for disruptions caused by a new coronavirus in China, with epidemics usually excluded from insurance cover, experts said. 
With 132 deaths in China and new cases being reported around the world, companies are set to face billions of dollars in losses linked to events and travel cancellations and closure of businesses, they said. 
The virus originated in the city of Wuhan, forcing airlines to cancel flights and companies including Facebook  and HSBC to suspend travel to China.
""For insurers, the bulk of the claims from this outbreak will come from businesses, mainly travel, hospitality and event firms, followed by mortality and healthcare costs,"" said a Hong Kong-based insurance sector lawyer with a global law firm.
Risk modeling firm RMS said it was too early to estimate insured losses. 
While some large global firms buy coverage for communicable diseases, most ""standard insurance policies"" exclude such outbreaks to keep costs low, said the lawyer, declining to be identified as he was not authorized to speak to the media.
Global insurers typically cover risks such as earthquakes and plane crashes, but have been paring back exposure to certain risks, such as shipping, to avoid huge losses.
Previous viruses, such as SARS, Ebola and Zika, have also led insurers to be more cautious about exposure, with specific virus exclusions added to most basic coverage policies, industry insiders said.
The Severe Acute Respiratory Syndrome pandemic which spread to 37 countries in 2003 caused $4 billion worth of economic losses in Hong Kong, $3-$6 billion in Canada, and $5 billion in Singapore, according to insurance broker Marsh.
Insurance experts also told Reuters that most event cancellation policies would not cover the new virus.
""A lot of these airlines and hotels are offering refunds to their customers,"" said Richard Coyle, London-based head of risk financing and non-standard solutions at Miller Insurance. ""Without adequate insurance in place, the airlines and hotels are absorbing the financial losses themselves.""
A standard event cancellation policy issued by firms in the 99-member Lloyd s of London [SOLYD.UL] insurance market and elsewhere has a ""communicable disease"" exclusion, two underwriters said.
Interactive graphic https://tmsnrt.rs/2U6I2Q3 on human cost of virus outbreaks 
EXCLUSION
Companies buy business interruption policies with their property insurance to cover loss of revenue if they are forced to close temporarily, but those policies are also likely to exclude communicable diseases, an underwriter in London and insurance executives said. 
""The Asian hospitality industry is an obvious example of an industry already affected. For many lines of business ... it is common market practice to have epidemic outbreak risk excluded,"" a Munich Re spokesman said.
While some firms including Munich Re have developed specific insurance products and policies for infectious diseases, not many firms have bought them, insurers said.
The impact on tourism and transport is also likely to hit supply chains in Asia, Narges Dorratoltaj, senior scientist at catastrophe risk modeling firm AIR, said.
 Starbucks Corp   on Tuesday became the first major U.S. company to warn of a financial hit from the virus.
The Shanghai government announcement that all companies in the city would not be allowed to start work before Feb. 9 will affect companies including Tesla  Inc, General Motors  and Volkswagen (DE:VOWG_p).
While most travel insurers are likely to reimburse costs associated with trip cancellations and medical expenses for policies bought before the spread of the virus, some are excluding the coverage for select destinations now, industry officials said.

Insurers  Aviva  , Allianz  and AXA said individual policyholders would be covered if they are impacted by the virus, provided they follow travel advisories from governments."
85,https://www.investing.com/news/economy/watch-now-heres-whats-moving-markets--jan-29--video-2070465,2020-01-29,Watch Now: Here's What's Moving Markets - Jan. 29  (Video) By Investing.com,"
Our Senior Analyst Jesse Cohen gives us his #Top5ThingsToKnowToday in financial markets, including:
- Apple’s Blowout Earnings
- Tesla , Facebook , Microsoft  Lead Earnings Parade
- Fed Policy Decision
- Coronavirus News
- Stocks Extend Gains"
86,https://www.investing.com/news/technology-news/factbox-electric-vehicle-subsidies-under-pressure-in-some-tesla-core-markets-2070369,2020-01-29,Factbox: Electric vehicle subsidies under pressure in some Tesla core markets By Reuters,"(Reuters) - Tesla  Inc s has steadily increased the sale of its electric vehicles, boosted by demand for its mass-produced Model 3 sedans as overseas sales pick up, and delivering more than 360,000 vehicles last year.
But analysts say demand for electric vehicles may sour as some governments around the world dial back subsidies. 
Below is a summary of electric vehicle subsidy policies in Tesla s core countries ranked by market size, according to analyst estimates and country vehicle registration data.
USA
The U.S. federal government is subsidizing electric cars with a $7,500 consumer tax break for the first 200,000 vehicles an automaker sells. Once the threshold is met, the tax credit is cut by half for all vehicles sold over the next six months and is then halved again for another six months before running out completely.
The U.S. Congress at the end of 2019 declined to extend the cap to 600,000 electric vehicles per carmaker. 
So far, only Tesla and General Motors Co  have hit the cap. Subsidies for Tesla finished at the end of 2019, while those for GM will run out on March 31. 
NORWAY
Tesla has seen soaring demand from Norway, where electric cars made up more than 40% in sales last year, a global record. 
The country has exempted battery-powered vehicles from the 25% value-added tax imposed on petrol and diesel engines, as well as other taxes levied on car purchases. 
The government originally considered phasing out some of those incentives by the end of 2019, but has since agreed to extend all tax exemptions until the end of 2021. Some political parties have called for a gradual reduction of incentives from 2022 onwards, although no plans are yet in place.
CHINA
Beijing has been slowly rolling back a generous five-year subsidy program for so-called new energy vehicles (NEVs), which began in 2016. It plans to phase out subsidies after 2020 amid criticism that some firms have become overly reliant on the funds. But China said it would not cut subsidies again this summer, an approach cheered by automakers.
Tesla s China-built Model 3 cars will still receive subsidies as part of the government s NEV program, the company said in December.
Sales of electric and hybrid vehicles in 2019 dropped for the first time in more than two years as the subsidy cuts reached new levels and have continued falling since. 
CANADA
The Canadian government last year passed a zero-emission incentive program under which buyers could receive as much as $5,000 in rebates for electric cars, and up to $2,500 in plug-in hybrids.
While those rebates only apply to cars below a purchase price of $45,000, the government has issued exemptions for some models up to $55,000.
The Model 3, starting at $35,000, is currently the only Tesla vehicle receiving a rebate of $5,000, according to government information.
NETHERLANDS
The Dutch government has extended an exemption for electric cars on purchase and motor vehicle taxes until 2025.
But the country in September decided to dial back income tax incentives for the private use of company cars beginning in 2020. 
Under the new plan, those rates will steadily increase to be even with conventional cars in 2026. At the same time, the price for eligible electric company cars is dropping to 45,000 euros ($49,923) this year and 40,000 euros in 2021.
The Tesla Model 3, which retails for nearly 49,000 euros in the Netherlands, is therefore no longer eligible for company car benefits. Model 3 sales spiked significantly ahead of the incentive phase out, according to data from the Netherlands Vehicle Authority.
UNITED KINGDOM
The British government reduced its subsidies for electric cars at the end of 2018, but still offers rebates of up to 3,500 pounds ($4,600) for 31 vehicle models.
The UK is one of the few European countries, where all Tesla models are eligible for the rebate, according to the government. 
GERMANY
Electric vehicles in Germany are currently subsidized with a 4,000 euro ($4,437) grant while buyers of plug-in hybrids receive 3,000 euros – if the vehicle costs less than 60,000 euros. 
That puts Tesla s pricier Model S (which starts retailing for 86,800 euros in Germany) out of reach, but at a starting price of 44,400 euros the Model 3 is eligible. 
The subsidies are split evenly between the German federal government and the carmaker.
The government in November made plans to increase the grants by half over the five years from 2020. 

But the German government said it is still awaiting approval by the European Commission on those increases."
87,https://www.investing.com/news/forex-news/us-stocks-rise-after-fed-with-earnings-in-focus-markets-wrap-2070926,2020-01-29,U.S. Stocks Rise After Fed With Earnings in Focus: Markets Wrap By Bloomberg,"(Bloomberg) -- U.S. stocks climbed as the Federal Reserve signaled it will remain on hold and after a flurry of solid earnings from bellwethers.
The S&P 500 Index held on to to its gains after the central bank signaled policy is “appropriate to support sustained expansion of economic activity.” Strong results from Apple Inc . and  General Electric   Co. pushed equities higher, with the iPhone maker surging to a record. Boeing  Co. rallied on news the planemaker burned less cash than expected. Treasury yields slid, while the dollar rose.
Fed Leaves Main Rate Unchanged, Saying Policy Is Appropriate
Markets have calmed somewhat from the coronavirus’ initial blow as the earnings season continued to roll in. With the highly anticipated Fed decision, investors have shifted their focus to corporate signals on how the viral outbreak may affect their operations. Heavyweights including  Facebook Inc  .,  Microsoft Corp  . and Tesla  Inc. report results after the close.
Some other corporate highlights:

Here are some events to watch out for this week:

Stocks


"
88,https://www.investing.com/news/stock-market-news/us-stocks-pare-gains-treasuries-rally-after-fed-markets-wrap-2070973,2020-01-29,"U.S. Stocks Pare Gains, Treasuries Rally After Fed: Markets Wrap By Bloomberg","(Bloomberg) -- U.S. stocks pared gains and Treasuries climbed after the Federal Reserve signaled it will remain on hold in a highly anticipated decision.
After an initial rally, the S&P 500 Index trimmed its advance as Chairman Jerome Powell noted that uncertainties about the outlook remain -- including those around the coronavirus and trade. Treasury 10-year yields tumbled below 1.6%, while the dollar was little changed.
Investors also sifted through a flurry of earnings reports. Apple Inc .’s strong results sent the iPhone maker to a record while  General Electric   Co.’s outlook topped Wall Street’s estimates. Boeing  Co. rallied on news the planemaker burned less cash than expected. EBay Inc., Advanced Micro Devices  Inc. and  Xilinx Inc  . gave lackluster guidance.
Fed Leaves Main Rate Unchanged, Saying Policy Is Appropriate
Markets have calmed somewhat from the coronavirus’ initial blow as the earnings season continued to roll in. Investors have shifted their attention to signals of how the viral outbreak may affect corporations. Heavyweights including  Facebook Inc  .,  Microsoft Corp  . and Tesla  Inc. report results after the close.
Some other corporate highlights:

Here are some events to watch out for this week:

Stocks


"
89,https://www.investing.com/news/stock-market-news/tesla-earnings-revenue-beat-handily-in-q4-shares-pop-2071014,2020-01-29,"Tesla Earnings, Revenue Beat Handily in Q4; Shares Pop By Investing.com","
Investing.com – Tesla reported on Wednesday fourth-quarter earnings that beat analysts  forecasts and revenue that topped expectations.

Tesla  announced earnings per share of $2.14 on revenue of $7.38 billion. Analysts polled by Investing.com anticipated EPS of $1.64 on revenue of $6.95 billion.
That compares to EPS of $1.93 on revenue of $7.23 billion in the same period a year before. Tesla had reported EPS of $1.86 on revenue of $6.3 billion in the previous quarter.
Analysts are expecting EPS of $0.82 and revenue of $6.63 billion in the upcoming quarter.
Shares rose 6.75% in after-hours trading.
“Tesla is back on track after ramping up its production and building a factory in China that could prove a game-changer for the company’s long-term profitability,” Investing.com analyst Haris Anwar said.
It’s now “in a comfortable position to pursue its growth plans in 2020 after producing very strong numbers for the previous quarter,” he said. “The company s forecast for positive cash flows and its ability to sustain growth going forward offer substantive reasons for investors to feel bullish about Tesla stock. Barring any negative surprises down the road, Tesla is set for a smooth ride this year.""
The company said deliveries in 2020 should “comfortably exceed” 500,000 units, which is higher than estimates of around 475,000. Production will likely outpace deliveries this year.
Production of the Model Y crossover utility vehicle in the Fremont plant has begun and is ahead of schedule, Tesla said.
One concern may be that auto gross margin fell 30 basis points quarter over quarter to 22.5%.
The company has been trying to keep a tight lid on costs but has also been investing in initiatives such as a new factory in Shanghai, a Semi truck, an electric pickup truck, a new generation of the Tesla Roadster and automated driving features.
Total operating expenses rose less than 1% to $1.03 billion

Tesla shares are up 38% from the beginning of the year and are trading at $590.00, still down 2.29% from its 52-week high of $594.50 set on Jan. 22. They are outperforming the Nasdaq, which is up 2.61% year to date.

Stay up-to-date on all of the upcoming earnings reports by visiting Investing.com s earnings calendar"
